group,model,dataset,seed,h,nmse,corr,mse,bias,mae,median_abs_error,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,visibility_pass,empirical_oracle_flags
B_task,roberta-large,rte,16,0.004,0.051914539559935836,0.9767249772153671,12.448831479328955,-0.8813121836266969,2.6927641194055765,1.8495069284286672,0.9999955007003423,1.0000087216983022,0.002813897585323304,2.4033619325146514e-05,True,
B_task,roberta-large,rte,16,0.005,0.07964209653480565,0.961543964296942,19.097752707169914,-0.853926084526584,3.499916097864173,2.7770232688720284,0.9999971541571326,1.0000031553584214,0.002251468307822627,2.3914787956480566e-05,True,
B_task,roberta-large,rte,16,0.01,0.7688794425985921,0.4979431052312093,184.37321586527202,-0.5906851511083101,11.255644682953927,11.064958472210764,0.9999993025943477,1.0000010142861844,0.001125198376240599,2.3793871465512848e-05,True,
B_task,roberta-large,rte,17,1e-05,0.35088314074908544,0.8764356777822481,26.53184350993029,-0.9112916037646299,4.2125064870113675,4.217827367161103,0.7952707879628382,0.9663533456073303,0.5935702654363862,1.259849561236723e-05,False,
B_task,roberta-large,rte,17,3e-05,0.07696430046778414,0.9657067907959468,5.819614962129884,0.03244860517905501,1.8718072264879164,1.6184509071116562,0.9414132228848597,1.019721475962352,0.3057268710488181,2.077341774882014e-05,False,
B_task,roberta-large,rte,17,0.0001,0.005207396508320464,0.9973333613806534,0.39375453878450867,0.14967107323732315,0.47107825886547794,0.4044216501901725,0.9921259988290102,1.0072246588846892,0.10904331497443931,2.522985956642715e-05,False,
B_task,roberta-large,rte,17,0.0003,0.00401877866101034,0.9977895440825573,0.30387782755062864,-0.011062785506980623,0.4428373790765372,0.33504448390169594,0.9991116307872068,1.0008759093119168,0.037380738954712125,2.5307156858738052e-05,True,empirical_min_nmse
B_task,roberta-large,rte,17,0.001,0.004164703791614668,0.9979063472138868,0.3149118792896057,0.09942435769166884,0.4699501132687489,0.43350684464218636,0.999922684261231,1.0000805323917756,0.011255776339031917,2.4872595583241256e-05,True,empirical_max_corr
B_task,roberta-large,rte,17,0.0015,0.0073724220507247204,0.9964658035178089,0.5574618025859012,0.22131585625734257,0.626825336425129,0.5543625529216891,0.9999662303548857,1.0000345083778845,0.007506134855035642,2.4658433953108172e-05,True,
B_task,roberta-large,rte,17,0.002,0.01341741810586508,0.9935501459096883,1.0145509890618631,0.3265180542859071,0.8454044442453728,0.8044745948273051,0.9999812793172564,1.00002257238829,0.005630150324880014,2.4482705424825477e-05,True,
B_task,roberta-large,rte,17,0.003,0.04411720963039096,0.9770805285459764,3.335899523440906,0.47931456116762106,1.5308379184996175,1.430117607208107,0.9999918579487465,1.0000081278300355,0.0037528445060105607,2.422141906202528e-05,True,
B_task,roberta-large,rte,17,0.004,0.12011585811851035,0.9357309686469366,9.082497220749165,0.7421561434658999,2.514859046250556,2.2061520183297647,0.9999954974099068,1.000008691180493,0.002814955658126836,2.403299904374914e-05,True,
B_task,roberta-large,rte,17,0.005,0.21732459337312665,0.8843561456892453,16.432884435329083,0.9382286026867861,3.3416026208090974,3.3151486598095796,0.999997153858635,1.0000031340518343,0.002252342834257982,2.39138315106405e-05,True,
B_task,roberta-large,rte,17,0.01,1.829124247329806,0.10879033920293671,138.30826464551342,1.2659654870423314,9.851878039257478,8.941884115817068,0.9999993029270797,1.0000010289961099,0.0011269296566749922,2.3793350046961077e-05,True,
B_task,roberta-large,rte,18,1e-05,0.19594657603799115,0.9094359462049991,28.07253761387173,0.25295428357647165,4.595387506039418,4.442228739936262,0.7952787749988638,0.9663630358781479,0.5935624366781883,1.2598458710053652e-05,False,
