group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error
A_seed,roberta-large,sst-5,16,L_clean32,0.01,16,2.626909479717216e-06,6.182903869656563e-06,8.442232070003454e-06,1071.6485977172852,1071.6485977172852,0.6744907594765948,1.0,0.0,nan,nan,1.4839559500586936,nan,1.312639589341257,False,False,0.9999999991614316,0.9999999973830704,2.120419521840152e-07,2.930885763062016e-09
A_seed,roberta-large,sst-5,16,L_oracle_precision,1e-05,16,0.004768860049020191,0.013278453876298923,0.013886606802956586,1945495.6054687495,1678466.796875,0.7817961075751442,1.0,0.0,nan,0.9280132192588406,nan,2.3950876981632914,nan,True,False,0.7952988970279451,0.9664041146300216,0.5935432154319122,1.2598347992829994e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,3e-05,16,0.0005402565164100115,0.0009558731468467148,0.0010442263865089079,220404.73090277778,110202.3654513889,1.3489815189531902,1.0,0.0,nan,0.8317404712313,12.891439368509467,1.480305594174231,2.3950876981632914,True,False,0.9414154725452348,1.0197339670137902,0.30573356879190766,2.0773912755572976e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0001,16,7.574547123327031e-05,0.00016083476441934217,0.00017952902112355643,30899.0478515625,16784.66796875,1.241676170854641,1.0,0.0,nan,0.8126662724958181,4.943199813513456,1.5245265603886726,1.480305594174231,True,False,0.9921251643173453,1.0072292771023812,0.10904268789850005,2.523218610580185e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0003,16,2.3793675113440426e-05,3.0129775118266063e-05,3.288412080758129e-05,9706.285264756945,3094.1433376736113,2.115868272878634,1.0,0.0,nan,0.38210141249966617,4.338067059908776,0.399868610948746,1.5245265603886726,False,False,0.99911159558448,1.0008752085096186,0.03737510097793209,2.5308625264282854e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.001,16,1.0454795597702189e-05,1.8617145105177892e-05,2.2087913140708267e-05,4264.83154296875,3677.3681640625,0.7822413579821922,1.0,0.0,0.2659294945659007,0.24254150652331574,0.6183885515023284,0.6851058984733784,0.399868610948746,False,False,0.9999226935826453,1.000080595709051,0.011251652585111788,2.4873018573585253e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0015,16,7.767535820579348e-06,1.4101714441663366e-05,1.8073292814986814e-05,3168.741861979167,3041.585286458333,0.7026885337022054,1.0,0.0,0.4866200714269058,0.030876923612323148,0.32020435259768004,0.10902195285814062,0.6851058984733784,False,False,0.9999662344513798,1.0000346411208585,0.007502456708252596,2.4657458079956384e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.002,16,6.003420961070095e-06,1.3666296851168408e-05,1.905711580538997e-05,2449.03564453125,2435.6842041015625,0.6781880463335537,1.0,0.0,0.9401913332538423,0.533984803011971,0.03186068350308428,1.0552542933237887,0.10902195285814062,False,False,0.9999812847508722,1.0000224435070395,0.005626837781694853,2.4482116612133826e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.003,16,8.57422505722983e-06,2.0963892217127493e-05,2.1731564138400205e-05,3498.077392578125,2255.757649739583,1.045954948883942,1.0,0.0,nan,0.264804794313664,0.34810305940677816,0.8165882408814011,1.0552542933237887,False,False,0.9999918621047715,1.0000082009498064,0.0037506513671379128,2.4223512080547628e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.004,16,5.702702379442452e-06,2.6515231648502554e-05,3.129928740415544e-05,2326.369285583496,2382.3976516723633,0.6586283298066425,1.0,0.0,nan,0.4209370817182235,0.209364160781315,2.448397620912427,0.8165882408814011,False,False,0.999995500457249,1.0000088172015718,0.002813228604644672,2.4033255620918914e-05
