group,model,dataset,seed,h3,m_T3,S3_sq,S3_rms,T3_abs_mean,T3_abs_median,rho3_q50,rho3_q90,rho3_q95,finite_rate,zero_T3_frac,sign_negative_frac,S3_sq_stability_2x,S3_sq_stability_next,rho3_q90_stability_2x,rho3_q90_stability_next,log_slope_S3_next,log_slope_rho_next,low_h3_noise_suspected,large_h3_nonlocal_suspected,source_output_dir
B_task,roberta-large,rte,18,0.01,16,85571039809.6242,292525.2806333569,262883.1677138805,275431.26046657556,3.3434291965157975e-08,5.1553858486369416e-08,5.781790321397605e-08,1.0,0.0,0.375,nan,nan,nan,nan,nan,nan,False,False,analysis/fp16_strict_twopoint_directG_T3_roberta_20260520_193448
C_model,OPT-1.3B,sst-2,16,1e-05,16,3.0420815866349906e+20,17441564111.72745,13535842299.46136,15288591384.887691,0.00032032113928586196,0.0005600982912014228,0.0006398924452589585,1.0,0.0625,0.625,nan,0.9803859030798951,nan,0.8314712162494352,3.5786116550878835,1.6208163140898835,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,3e-05,16,5.966768307912476e+18,2442696933.291659,1994272073.1099446,1683831214.9047852,3.5279873746303864e-05,9.439268296547419e-05,9.816203751520966e-05,1.0,0.0,0.5625,nan,0.9634691509205682,nan,0.820011862765978,2.74889780168409,1.424338098300513,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.0001,16,2.1797111254828746e+17,466873765.1103213,333828851.58061975,273495912.5518798,5.730404733707208e-06,1.698956235546544e-05,2.140362786735301e-05,1.0,0.0,0.5625,nan,0.9778157557165852,nan,0.8588004823892835,3.4665304569390374,1.7818673525459854,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.0003,16,4835524407498925.0,69537935.02469659,54068863.391876236,52212565.03352413,1.0939186154717204e-06,2.3989171502084258e-06,2.8674316565853242e-06,1.0,0.0,0.4375,nan,0.9189354039476796,nan,0.7141881964778621,2.086848599050267,1.0402408674861032,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.001,16,391989832795036.6,19798733.110859305,15437183.901667595,12105628.848075867,2.5364413868317264e-07,6.856381230130612e-07,7.983247453958205e-07,1.0,0.0,0.3125,0.07227062041601603,0.3003511944712095,0.10245991377000231,0.1856932114123543,0.8809063198790776,0.5066233560428579,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.0015,16,274255218294477.7,16560652.71341917,12792859.916333798,11747329.323380083,2.461519507522482e-07,5.583195923908156e-07,6.694699307508037e-07,1.0,0.0,0.375,0.7897324652704704,0.3259929442498104,0.5881698873117139,0.10221368507404181,0.9808104073576935,0.3382921907667536,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.002,16,363660484382168.94,19069884.225714874,16761008.417233825,15553478.151559828,3.258808223653107e-07,6.153875975918029e-07,6.434464760242153e-07,1.0,0.0,0.1875,0.9481193424033435,0.8414263547620233,0.7705731420308172,0.6263609150700926,4.541786994799277,2.4279893420243153,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.003,16,57666968637488.81,7593877.049142211,6424345.214057852,6106060.964089853,1.2793751756078283e-07,2.2993223248050024e-07,2.6521957835171295e-07,1.0,0.0,0.3125,nan,0.6728292553356047,nan,0.38596665278681414,3.8837077329892202,1.6952952150656673,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.004,16,18866945071665.543,4343609.682241896,3390407.3643498123,2574827.5220394135,5.3947796731805406e-08,1.411856723755492e-07,1.559686499957992e-07,1.0,0.0,0.625,nan,0.5765757547466487,nan,0.3425617226770002,3.8512457726218083,1.8795272893191715,False,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.005,16,7988721977206.418,2826432.729998437,2309673.6818552013,2219046.831130981,4.649255516284421e-08,9.282052266754782e-08,9.98532418704377e-08,1.0,0.0,0.625,0.9568599898445067,0.9568599898445067,0.7753554700375828,0.7753554700375828,4.534829673654704,2.1542841618582944,True,True,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,16,0.01,16,344633547226.09753,587054.9780268434,435625.87350606907,248584.6430063247,5.208440667728808e-09,2.085084733004713e-08,2.3016374190796768e-08,1.0,0.0,0.5,nan,nan,nan,nan,nan,nan,False,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,1e-05,16,1.7750423353390934e+20,13323071475.223322,11291354894.638058,11518597602.844234,0.00024132858962709874,0.00036810747012360856,0.00044958368120907,1.0,0.0,0.375,nan,0.9463920490806543,nan,0.7866432269265023,2.6634126652690764,1.4061280212175669,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,3e-05,16,9.515638239261876e+18,3084742815.740378,2271461266.0584626,1578419296.8297887,3.307129089446627e-05,7.853822118317881e-05,0.00010705663478515392,1.0,0.0,0.3125,nan,0.9634831416268032,nan,0.7608755073512243,2.749215962265175,1.1883748268913814,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.0001,16,3.474812139137028e+17,589475371.761792,529333949.0890502,534564256.6680907,1.1199798985122583e-05,1.8780411533089456e-05,1.9293201127730088e-05,1.0,0.0,0.375,nan,0.9888630752753991,nan,0.8762753180372433,4.093791036220673,1.9021237157269864,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.0003,16,3869872122569831.0,62208296.251945615,51199631.006629385,40915829.16401052,8.572767722884614e-07,2.323599567785864e-06,2.543609536044698e-06,1.0,0.0,0.5625,nan,0.8398870632332307,nan,0.6370794951240087,1.5215259442508222,0.8418557793750173,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.001,16,619616590456506.5,24892098.956426043,21029241.383075714,18561556.935310364,3.889021277958733e-07,8.432812911909859e-07,9.771993444383956e-07,1.0,0.0,0.6875,0.10712416699882563,0.40971199359856725,0.20395900418526997,0.03406624223456299,0.8468926593195759,0.08261830036907675,False,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.0015,16,873480938999188.8,29554710.944267225,26471456.443821944,28387352.272316262,5.947764156717606e-07,8.720087499948153e-07,9.291968116317651e-07,1.0,0.0,0.625,0.7174199110323726,0.36662535535224244,0.4248844564511459,0.230183750999813,1.5874926523561863,0.9093490881982118,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.002,16,553240679345200.75,23521068.83934488,19495745.422318578,21329402.923583984,4.469018591359569e-07,6.712862748325995e-07,7.691628196707789e-07,1.0,0.0,0.625,0.9280169840359124,0.5538500138022094,0.7018004670251812,0.25291841488693445,1.9905537503289312,0.7191269407982012,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.003,16,246828321453917.56,15710770.873955153,13098121.310273806,12114112.575848896,2.5382474425435995e-07,5.015053613481685e-07,5.429174671784404e-07,1.0,0.0,0.4375,nan,0.8386573614457637,nan,0.600847432305953,6.341114585489358,3.1924532251133404,True,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.004,16,39823932653288.266,6310620.623463929,5128536.868141964,4818422.719836235,1.0095842135199676e-07,2.0017655184702e-07,2.196814653091874e-07,1.0,0.0,0.25,nan,0.2845229474306522,nan,0.12757344548060576,1.5004052342485952,0.6116099069241384,False,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.005,16,28493109956494.895,5337893.775310154,4360773.116350173,4542167.782783507,9.51700269539616e-08,1.7463921185002306e-07,1.9516061478073172e-07,1.0,0.0,0.4375,0.9715831028545313,0.9715831028545313,0.8079171170096612,0.8079171170096612,5.137107155152865,2.380199132496218,True,True,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
C_model,OPT-1.3B,sst-2,17,0.01,16,809685774988.2476,899825.4136154677,660224.5140820739,368861.0047101974,7.728708510801236e-09,3.354439537819594e-08,3.936025576309124e-08,1.0,0.0,0.5,nan,nan,nan,nan,nan,nan,False,False,analysis/fp16_strict_twopoint_directG_T3_opt1p3b_20260520_195215
