task,h,visibility_mse,active_frac,alignment,norm_ratio,Q_term,C_term,bound_proxy,fd_nmse,corr,G,L,d
trec,0.0002,20.52351789780588,0.002242029825392264,0.1815833195153965,4.603855021550146,123320.83613256444,24861.410607367397,258923.92712334587,79.30975625337483,0.2799705620086362,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0003,13.564654549992218,0.003394483035125122,0.2238396843318135,3.7755655179343877,81506.71582152446,25301.70412534256,197632.61954024827,61.6955855143952,0.5092608932808351,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0005,7.965909132909624,0.005751956563194332,0.2923099397456847,2.9477484676546215,47865.21393252314,26114.45201306411,144689.6039270598,28.39185980925761,0.6064538853934066,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0007,5.54044340498202,0.008167331674386522,0.3491671578401766,2.508417225141167,33291.179253464135,26839.49850543445,119914.23923920855,18.81808920964805,0.6327526679864183,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.00085,4.458842719497363,0.01001237503169045,0.3871844106558754,2.286856572257516,26792.10333676749,27338.38024010262,108258.21061034793,16.461448658971083,0.5642884268137869,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.001,3.6947537826716923,0.011880659774108411,0.4222893056303341,2.1173061114559304,22200.878428923712,27804.418938296112,99695.6394725415,11.549270616674287,0.6373846864775174,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0012,2.965544518599052,0.0144019899801933,0.46553480527214225,1.9427846505226307,17819.237006199404,28381.828114522228,91178.5048807562,8.340189592813397,0.6793977716990265,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0015,2.226364621834832,0.018229135671356478,0.5245011907213287,1.7498444367035326,13377.684472406376,29184.986833833977,82081.15028478231,5.343241921151451,0.6828028820886447,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0018,1.728566508966964,0.022070272317422066,0.5776128965986498,1.6082452778770269,10386.53647284042,29987.024124111955,75670.09412516357,3.972367102816938,0.6105532373202756,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.002,1.4798119676167814,0.024612590977293843,0.6101154457649332,1.5331824811539176,8891.830829108812,30578.389142056483,72448.87144619222,3.218966028322584,0.6532853635519531,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0025,1.0405818097604287,0.0307757729845527,0.6815034799843372,1.3921572399028337,6252.60345146346,32479.729053326246,67233.7616606356,0.6466513447385674,0.7945250785397715,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.003,0.7640216268624156,0.03649682288766115,0.7393615690674677,1.2967457602572539,4590.820458616798,35207.977303872154,65225.83081891393,0.4057468887631728,0.8851458819993485,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.0035,0.5817641024384883,0.04166576399417373,0.7851762646334879,1.2304468061174172,3495.679244750491,38847.82253852856,65650.11260095779,0.4567440007003238,0.8541924507905273,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.004,0.45675028331266593,0.046263105292916946,0.8211100031165609,1.1830104219987625,2744.5015577921668,43356.426970170454,67917.59934272584,0.6452421739154168,0.8105742317017938,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.005,0.3028365154896408,0.05390000479069139,0.8715714979859234,1.1215182659901455,1819.6710957455973,54719.816578125916,76496.64865350151,0.7053787942884323,0.7857423368751606,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.007,0.16263605407049228,0.06454924942544327,0.9250389901827889,1.0604390822039722,977.2405624192843,85727.1133001361,105010.201279816,1.3831702543058841,0.5866410814124369,77.51617385740398,0.0005226951500573748,35580425.0
trec,0.01,0.08607853474436394,0.07395167050176972,0.9581743328736624,1.022800832558946,517.2250162276425,151406.14807698817,169622.07896636767,1.0273619805060161,0.48156603918069185,77.51617385740398,0.0005226951500573748,35580425.0
